year,month,day,latitude,longitude,dhw,sst
1994,1,1,24.675,-81.225,0.0,23.26
1994,1,2,24.675,-81.225,0.0,23.36
1994,1,3,24.675,-81.225,0.0,23.09
1994,1,4,24.675,-81.225,0.0,21.66
1994,1,5,24.675,-81.225,0.0,21.39
1994,1,6,24.675,-81.225,0.0,21.53
1994,1,7,24.675,-81.225,0.0,22.0
1994,1,8,24.675,-81.225,0.0,21.98
1994,1,9,24.675,-81.225,0.0,21.66
1994,1,10,24.675,-81.225,0.0,21.14
1994,1,11,24.675,-81.225,0.0,21.31
1994,1,12,24.675,-81.225,0.0,21.490000000000002
1994,1,13,24.675,-81.225,0.0,22.3
1994,1,14,24.675,-81.225,0.0,21.76
1994,1,15,24.675,-81.225,0.0,21.66
1994,1,16,24.675,-81.225,0.0,21.77
1994,1,17,24.675,-81.225,0.0,22.59
1994,1,18,24.675,-81.225,0.0,22.56
1994,1,19,24.675,-81.225,0.0,22.080000000000002
1994,1,20,24.675,-81.225,0.0,21.55
1994,1,21,24.675,-81.225,0.0,22.28
1994,1,22,24.675,-81.225,0.0,22.35
1994,1,23,24.675,-81.225,0.0,21.97
1994,1,24,24.675,-81.225,0.0,22.29
1994,1,25,24.675,-81.225,0.0,22.53
1994,1,26,24.675,-81.225,0.0,22.61
1994,1,27,24.675,-81.225,0.0,22.72
1994,1,28,24.675,-81.225,0.0,22.51
1994,1,29,24.675,-81.225,0.0,23.16
1994,1,30,24.675,-81.225,0.0,23.19
1994,1,31,24.675,-81.225,0.0,23.38
1994,2,1,24.675,-81.225,0.0,23.41
1994,2,2,24.675,-81.225,0.0,23.02
1994,2,3,24.675,-81.225,0.0,22.650000000000002
1994,2,4,24.675,-81.225,0.0,21.92
1994,2,5,24.675,-81.225,0.0,22.44
1994,2,6,24.675,-81.225,0.0,22.85
1994,2,7,24.675,-81.225,0.0,22.52
1994,2,8,24.675,-81.225,0.0,22.47
1994,2,9,24.675,-81.225,0.0,23.0
1994,2,10,24.675,-81.225,0.0,23.39
1994,2,11,24.675,-81.225,0.0,23.77
1994,2,12,24.675,-81.225,0.0,24.05
1994,2,13,24.675,-81.225,0.0,24.05
1994,2,14,24.675,-81.225,0.0,23.41
1994,2,15,24.675,-81.225,0.0,23.35
1994,2,16,24.675,-81.225,0.0,23.39
1994,2,17,24.675,-81.225,0.0,23.32
1994,2,18,24.675,-81.225,0.0,23.19
1994,2,19,24.675,-81.225,0.0,23.61
1994,2,20,24.675,-81.225,0.0,23.78
1994,2,21,24.675,-81.225,0.0,24.26
1994,2,22,24.675,-81.225,0.0,24.28
1994,2,23,24.675,-81.225,0.0,24.59
1994,2,24,24.675,-81.225,0.0,24.650000000000002
1994,2,25,24.675,-81.225,0.0,24.76
1994,2,26,24.675,-81.225,0.0,24.78
1994,2,27,24.675,-81.225,0.0,24.45
1994,2,28,24.675,-81.225,0.0,24.37
1994,3,1,24.675,-81.225,0.0,24.27
1994,3,2,24.675,-81.225,0.0,23.63
1994,3,3,24.675,-81.225,0.0,23.73
1994,3,4,24.675,-81.225,0.0,23.18
1994,3,5,24.675,-81.225,0.0,22.55
1994,3,6,24.675,-81.225,0.0,22.3
1994,3,7,24.675,-81.225,0.0,22.400000000000002
1994,3,8,24.675,-81.225,0.0,22.53
1994,3,9,24.675,-81.225,0.0,22.76
1994,3,10,24.675,-81.225,0.0,23.25
1994,3,11,24.675,-81.225,0.0,22.68
1994,3,12,24.675,-81.225,0.0,22.73
1994,3,13,24.675,-81.225,0.0,22.81
1994,3,14,24.675,-81.225,0.0,22.98
1994,3,15,24.675,-81.225,0.0,23.21
1994,3,16,24.675,-81.225,0.0,23.04
1994,3,17,24.675,-81.225,0.0,23.11
1994,3,18,24.675,-81.225,0.0,23.01
1994,3,19,24.675,-81.225,0.0,23.32
1994,3,20,24.675,-81.225,0.0,23.94
1994,3,21,24.675,-81.225,0.0,24.43
1994,3,22,24.675,-81.225,0.0,24.59
1994,3,23,24.675,-81.225,0.0,24.73
1994,3,24,24.675,-81.225,0.0,24.66
1994,3,25,24.675,-81.225,0.0,24.84
1994,3,26,24.675,-81.225,0.0,25.23
1994,3,27,24.675,-81.225,0.0,25.21
1994,3,28,24.675,-81.225,0.0,25.35
1994,3,29,24.675,-81.225,0.0,25.580000000000002
1994,3,30,24.675,-81.225,0.0,24.96
1994,3,31,24.675,-81.225,0.0,24.900000000000002
1994,4,1,24.675,-81.225,0.0,24.67
1994,4,2,24.675,-81.225,0.0,24.55
1994,4,3,24.675,-81.225,0.0,24.53
1994,4,4,24.675,-81.225,0.0,24.67
1994,4,5,24.675,-81.225,0.0,24.79
1994,4,6,24.675,-81.225,0.0,24.7
1994,4,7,24.675,-81.225,0.0,24.830000000000002
1994,4,8,24.675,-81.225,0.0,24.900000000000002
1994,4,9,24.675,-81.225,0.0,25.12
1994,4,10,24.675,-81.225,0.0,24.84
1994,4,11,24.675,-81.225,0.0,24.94
1994,4,12,24.675,-81.225,0.0,25.16
1994,4,13,24.675,-81.225,0.0,25.38
1994,4,14,24.675,-81.225,0.0,25.310000000000002
1994,4,15,24.675,-81.225,0.0,25.25
1994,4,16,24.675,-81.225,0.0,25.51
1994,4,17,24.675,-81.225,0.0,25.77
1994,4,18,24.675,-81.225,0.0,26.21
1994,4,19,24.675,-81.225,0.0,26.25
1994,4,20,24.675,-81.225,0.0,26.17
1994,4,21,24.675,-81.225,0.0,26.12
1994,4,22,24.675,-81.225,0.0,26.19
1994,4,23,24.675,-81.225,0.0,25.93
1994,4,24,24.675,-81.225,0.0,26.44
1994,4,25,24.675,-81.225,0.0,26.85
1994,4,26,24.675,-81.225,0.0,27.01
1994,4,27,24.675,-81.225,0.0,27.03
1994,4,28,24.675,-81.225,0.0,27.01
1994,4,29,24.675,-81.225,0.0,26.71
1994,4,30,24.675,-81.225,0.0,26.44
1994,5,1,24.675,-81.225,0.0,26.6
1994,5,2,24.675,-81.225,0.0,26.86
1994,5,3,24.675,-81.225,0.0,27.11
1994,5,4,24.675,-81.225,0.0,27.35
1994,5,5,24.675,-81.225,0.0,27.35
1994,5,6,24.675,-81.225,0.0,27.16
1994,5,7,24.675,-81.225,0.0,27.3
1994,5,8,24.675,-81.225,0.0,27.32
1994,5,9,24.675,-81.225,0.0,27.400000000000002
1994,5,10,24.675,-81.225,0.0,27.560000000000002
1994,5,11,24.675,-81.225,0.0,27.59
1994,5,12,24.675,-81.225,0.0,27.64
1994,5,13,24.675,-81.225,0.0,27.69
1994,5,14,24.675,-81.225,0.0,27.78
1994,5,15,24.675,-81.225,0.0,27.69
1994,5,16,24.675,-81.225,0.0,27.830000000000002
1994,5,17,24.675,-81.225,0.0,27.88
1994,5,18,24.675,-81.225,0.0,27.95
1994,5,19,24.675,-81.225,0.0,27.66
1994,5,20,24.675,-81.225,0.0,27.830000000000002
1994,5,21,24.675,-81.225,0.0,28.09
1994,5,22,24.675,-81.225,0.0,27.26
1994,5,23,24.675,-81.225,0.0,26.73
1994,5,24,24.675,-81.225,0.0,26.48
1994,5,25,24.675,-81.225,0.0,26.77
1994,5,26,24.675,-81.225,0.0,27.19
1994,5,27,24.675,-81.225,0.0,27.39
1994,5,28,24.675,-81.225,0.0,27.6
1994,5,29,24.675,-81.225,0.0,27.7
1994,5,30,24.675,-81.225,0.0,27.82
1994,5,31,24.675,-81.225,0.0,27.88
1994,6,1,24.675,-81.225,0.0,27.97
1994,6,2,24.675,-81.225,0.0,28.060000000000002
1994,6,3,24.675,-81.225,0.0,28.13
1994,6,4,24.675,-81.225,0.0,28.240000000000002
1994,6,5,24.675,-81.225,0.0,28.23
1994,6,6,24.675,-81.225,0.0,28.36
1994,6,7,24.675,-81.225,0.0,28.54
1994,6,8,24.675,-81.225,0.0,28.97
1994,6,9,24.675,-81.225,0.0,29.060000000000002
1994,6,10,24.675,-81.225,0.0,29.03
1994,6,11,24.675,-81.225,0.0,29.02
1994,6,12,24.675,-81.225,0.0,29.21
1994,6,13,24.675,-81.225,0.0,29.18
1994,6,14,24.675,-81.225,0.0,29.2
1994,6,15,24.675,-81.225,0.0,29.060000000000002
1994,6,16,24.675,-81.225,0.0,28.900000000000002
1994,6,17,24.675,-81.225,0.0,28.98
1994,6,18,24.675,-81.225,0.0,28.97
1994,6,19,24.675,-81.225,0.0,29.1
1994,6,20,24.675,-81.225,0.0,29.16
1994,6,21,24.675,-81.225,0.0,29.28
1994,6,22,24.675,-81.225,0.0,29.46
1994,6,23,24.675,-81.225,0.0,29.6
1994,6,24,24.675,-81.225,0.0,29.650000000000002
1994,6,25,24.675,-81.225,0.0,30.150000000000002
1994,6,26,24.675,-81.225,0.0,29.990000000000002
1994,6,27,24.675,-81.225,0.0,29.78
1994,6,28,24.675,-81.225,0.0,29.62
1994,6,29,24.675,-81.225,0.0,29.54
1994,6,30,24.675,-81.225,0.0,29.48
1994,7,1,24.675,-81.225,0.0,29.38
1994,7,2,24.675,-81.225,0.0,29.240000000000002
1994,7,3,24.675,-81.225,0.0,29.21
1994,7,4,24.675,-81.225,0.0,28.810000000000002
1994,7,5,24.675,-81.225,0.0,28.85
1994,7,6,24.675,-81.225,0.0,28.92
1994,7,7,24.675,-81.225,0.0,29.1
1994,7,8,24.675,-81.225,0.0,28.96
1994,7,9,24.675,-81.225,0.0,29.07
1994,7,10,24.675,-81.225,0.0,28.990000000000002
1994,7,11,24.675,-81.225,0.0,28.44
1994,7,12,24.675,-81.225,0.0,28.46
1994,7,13,24.675,-81.225,0.0,28.91
1994,7,14,24.675,-81.225,0.0,29.01
1994,7,15,24.675,-81.225,0.0,29.23
1994,7,16,24.675,-81.225,0.0,29.18
1994,7,17,24.675,-81.225,0.0,29.27
1994,7,18,24.675,-81.225,0.0,29.1
1994,7,19,24.675,-81.225,0.0,29.17
1994,7,20,24.675,-81.225,0.0,29.080000000000002
1994,7,21,24.675,-81.225,0.0,29.310000000000002
1994,7,22,24.675,-81.225,0.0,29.57
1994,7,23,24.675,-81.225,0.0,29.7
1994,7,24,24.675,-81.225,0.0,29.27
1994,7,25,24.675,-81.225,0.0,29.6
1994,7,26,24.675,-81.225,0.0,29.84
1994,7,27,24.675,-81.225,0.0,30.03
1994,7,28,24.675,-81.225,0.0,30.21
1994,7,29,24.675,-81.225,0.0,30.01
1994,7,30,24.675,-81.225,0.0,29.63
1994,7,31,24.675,-81.225,0.0,29.6
1994,8,1,24.675,-81.225,0.0,29.62
1994,8,2,24.675,-81.225,0.0,29.68
1994,8,3,24.675,-81.225,0.0,29.45
1994,8,4,24.675,-81.225,0.0,29.48
1994,8,5,24.675,-81.225,0.0,29.42
1994,8,6,24.675,-81.225,0.0,29.67
1994,8,7,24.675,-81.225,0.0,29.740000000000002
1994,8,8,24.675,-81.225,0.0,29.97
1994,8,9,24.675,-81.225,0.0,30.0
1994,8,10,24.675,-81.225,0.0,30.2
1994,8,11,24.675,-81.225,0.0,29.91
1994,8,12,24.675,-81.225,0.0,29.830000000000002
1994,8,13,24.675,-81.225,0.0,29.51
1994,8,14,24.675,-81.225,0.0,29.2
1994,8,15,24.675,-81.225,0.0,28.77
1994,8,16,24.675,-81.225,0.0,29.0
1994,8,17,24.675,-81.225,0.0,28.79
1994,8,18,24.675,-81.225,0.0,28.88
1994,8,19,24.675,-81.225,0.0,29.12
1994,8,20,24.675,-81.225,0.0,29.22
1994,8,21,24.675,-81.225,0.0,29.14
1994,8,22,24.675,-81.225,0.0,29.150000000000002
1994,8,23,24.675,-81.225,0.0,29.45
1994,8,24,24.675,-81.225,0.0,29.560000000000002
1994,8,25,24.675,-81.225,0.0,29.34
1994,8,26,24.675,-81.225,0.0,29.09
1994,8,27,24.675,-81.225,0.0,29.07
1994,8,28,24.675,-81.225,0.0,28.82
1994,8,29,24.675,-81.225,0.0,28.71
1994,8,30,24.675,-81.225,0.0,28.990000000000002
1994,8,31,24.675,-81.225,0.0,29.11
1994,9,1,24.675,-81.225,0.0,29.47
1994,9,2,24.675,-81.225,0.0,29.580000000000002
1994,9,3,24.675,-81.225,0.0,29.740000000000002
1994,9,4,24.675,-81.225,0.0,29.6
1994,9,5,24.675,-81.225,0.0,29.72
1994,9,6,24.675,-81.225,0.0,29.84
1994,9,7,24.675,-81.225,0.0,29.95
1994,9,8,24.675,-81.225,0.0,29.66
1994,9,9,24.675,-81.225,0.0,29.490000000000002
1994,9,10,24.675,-81.225,0.0,29.330000000000002
1994,9,11,24.675,-81.225,0.0,29.42
1994,9,12,24.675,-81.225,0.0,29.41
1994,9,13,24.675,-81.225,0.0,29.150000000000002
1994,9,14,24.675,-81.225,0.0,28.8
1994,9,15,24.675,-81.225,0.0,28.75
1994,9,16,24.675,-81.225,0.0,28.72
1994,9,17,24.675,-81.225,0.0,28.810000000000002
1994,9,18,24.675,-81.225,0.0,28.91
1994,9,19,24.675,-81.225,0.0,28.990000000000002
1994,9,20,24.675,-81.225,0.0,29.05
1994,9,21,24.675,-81.225,0.0,29.150000000000002
1994,9,22,24.675,-81.225,0.0,29.02
1994,9,23,24.675,-81.225,0.0,29.02
1994,9,24,24.675,-81.225,0.0,28.95
1994,9,25,24.675,-81.225,0.0,28.89
1994,9,26,24.675,-81.225,0.0,28.82
1994,9,27,24.675,-81.225,0.0,28.76
1994,9,28,24.675,-81.225,0.0,28.51
1994,9,29,24.675,-81.225,0.0,28.23
1994,9,30,24.675,-81.225,0.0,27.95
1994,10,1,24.675,-81.225,0.0,27.560000000000002
1994,10,2,24.675,-81.225,0.0,27.95
1994,10,3,24.675,-81.225,0.0,28.14
1994,10,4,24.675,-81.225,0.0,28.16
1994,10,5,24.675,-81.225,0.0,28.05
1994,10,6,24.675,-81.225,0.0,27.86
1994,10,7,24.675,-81.225,0.0,27.95
1994,10,8,24.675,-81.225,0.0,28.14
1994,10,9,24.675,-81.225,0.0,28.35
1994,10,10,24.675,-81.225,0.0,28.35
